2 0 0.000841506 -0.00014148 0.000105112 -0.000258104 0.00504583 0.351784 4.41576 18 5207.37 0.0182 0
3 0 0.000446767 -0.000376164 -0.000354487 0.000363215 0.00568589 0.230565 4.41576 18 5307.48 0.00735 0
4 0 0.000864897 -0.000432157 -0.000138389 -0.000125142 0.00442643 0.216405 4.41576 18 5281.48 0.0322 0
5 0 0.000346528 -0.000448068 0.000185312 -0.000390946 -0.00298831 0.10675 4.41576 18 5235.14 0.00105 0
6 0 -0.000149978 -5.4516e-05 -0.000301316 0.000259266 -0.00113817 0.441968 4.41576 18 5302.98 0.02415 0
7 0 0.000371927 -0.000407466 0.00011876 6.66347e-05 0.00418684 0.160029 4.41576 18 5147.58 0.03045 0
8 0 0.00034688 0.000165704 -6.55021e-05 7.28306e-05 0.00346029 0.422567 4.41576 18 4765.92 0.0322 0
9 0 0.000111346 -0.000526075 -0.000118819 0.000138294 -0.00160634 0.107705 4.41576 18 5161.49 0.00595 0
10 0 -3.41971e-05 8.71775e-05 -0.000341983 0.000440716 0.000801706 0.0647735 4.41576 18 5180.09 0.014 0
11 0 -0.000721778 -9.90443e-05 -3.97225e-05 4.49515e-05 0.00301216 0.29597 4.41576 18 3679.33 0.021 0
12 0 -0.000743609 0.000393979 4.19842e-05 7.09935e-05 0.0030391 0.177546 4.41576 18 5289.86 0.00735 0
13 0 0.000941785 -7.03044e-05 0.000526205 -0.000598873 -0.00288215 0.230231 4.41576 18 5260.55 0.0217 0
14 0 2.94379e-05 0.000379827 -0.000655922 0.000643854 0.00516652 0.222186 4.41576 18 5216.17 0.00175 0
15 0 5.34778e-05 0.000319842 9.80228e-05 -2.99424e-05 0.00297978 0.0636814 4.41576 18 5189.92 0.0238 0
16 0 -0.000551665 0.00017025 0.000535793 -0.000335002 -0.00270508 0.298372 4.41576 18 5177.2 0.00525 0
17 0 0.000339925 -0.000458017 -0.000317789 0.000399968 0.00642572 0.127941 4.41576 18 5306.92 0.00035 0
18 0 -0.00056513 0.00024207 -0.000244284 9.04309e-05 0.00505102 0.26386 4.41576 18 4996.63 0.01505 0
19 0 -0.000147538 -0.000117379 -0.000500696 0.000595056 0.00240048 0.112237 4.41576 18 5346.18 0.00595 0
20 0 0.000277726 -0.000362635 0.000241832 -0.000316319 -0.00199836 0.0743679 4.41576 18 5384.71 0.0133 0
