1 0 0.000205234 0.000113988 0.000152101 -0.00011887 0.00142325 0.462424 4.41576 18 96.17 0.0203 0
2 0 0.000215712 7.30709e-05 0.000559991 -0.000729812 -0.0045416 0.152667 4.41576 18 97.6729 0.00735 0
3 0 -0.000394495 0.000223581 0.00024861 -0.000584962 0.00503227 0.17695 4.41576 18 90.7549 0.02695 0
4 0 0.000275332 -0.000240231 -0.000702217 0.000589655 0.00568864 0.266312 4.41576 18 82.0138 0.02765 0
5 0 0.000487895 -0.000267586 6.90239e-05 -9.36992e-05 -0.00297899 0.193273 4.41576 18 69.4514 0.0126 0
6 0 -4.8815e-05 -5.75835e-05 0.000585761 -0.000499655 -0.00115712 0.176007 4.41576 18 89.4014 0.02975 0
7 0 -0.000102406 -6.15934e-05 0.000146772 4.60291e-05 0.00420739 0.439636 4.41576 18 90.64 0.0091 0
8 0 -0.000410777 0.000474138 0.000254845 -0.00019953 0.00344546 0.214605 4.41576 18 90.8969 0.00175 0
9 0 0.000155379 -0.000446261 3.19769e-05 -0.000361646 0.00180632 0.099718 4.41576 18 98.5752 0.0252 0
10 0 -0.000470933 0.000289326 0.000516021 -0.000484288 -0.000692748 0.183184 4.41576 18 95.8388 0.0273 0
11 0 -0.000566 0.00034178 -7.85543e-05 4.53984e-05 -0.00160502 0.121682 4.41576 18 87.219 0.0238 0
12 0 0.000526372 -4.84452e-05 0.000550143 -0.000483095 0.000828625 0.376453 4.41576 18 94.1834 0.01015 0
13 0 -0.000284622 6.2841e-05 -0.000112193 -2.89674e-05 0.000973891 0.268131 4.41576 18 36.5657 0.01785 0
14 0 -0.000683709 0.0002328 -0.000203495 0.00033417 0.00299789 0.137868 4.41576 18 94.3337 0.0035 0
15 0 0.000536931 -0.000281122 -5.82998e-05 0.000139639 0.00304681 0.260261 4.41576 18 80.3432 0.03185 0
16 0 -0.000380612 0.000354205 -0.000634862 0.000448268 0.000261476 0.226258 4.41576 18 97.2373 0.0168 0
17 0 0.000382714 0.000246501 -6.96026e-05 -4.3303e-05 -0.0028663 0.454646 4.41576 18 95.6464 0.0035 0
18 0 -6.6258e-05 0.00031581 0.000776409 -0.000519477 0.00517516 0.335735 4.41576 18 94.8394 0.00385 0
19 0 0.00041811 1.53262e-05 0.000382383 -0.000120167 0.00467349 0.390478 4.41576 18 90.7625 0.02625 0
20 0 -0.000168894 2.09347e-07 0.000669978 -0.000341329 0.00791702 0.364793 4.41576 18 93.3402 0.0336 0
21 0 -0.000396211 0.000269034 -0.00045617 0.000493157 0.0064295 0.163476 4.41576 18 96.4895 0.00945 0
22 0 -0.000129286 0.000466977 -7.285e-05 -0.000125082 0.00503168 0.0669374 4.41576 18 95.7042 0.01575 0
23 0 0.00054532 6.67673e-05 0.000198143 -6.32968e-06 -0.00196849 0.438686 4.41576 18 97.9038 0.0133 0
24 0 -7.94217e-05 -5.7905e-06 0.000404433 -0.000834379 -0.00447354 0.117889 4.41576 18 96.5756 0.03465 0
25 0 -1.25361e-05 0.000613375 0.000102491 0.000129517 0.00123261 0.110187 4.41576 18 97.8078 0.02695 0
26 0 0.000624797 -0.000499909 -3.29615e-05 -0.000240092 0.00408663 0.195259 4.41576 18 96.0069 0.00945 0
27 0 -0.000843224 0.00019807 -3.6939e-05 -8.08167e-05 0.00592629 0.280203 4.41576 18 96.9236 0.01645 0
28 0 0.000356955 -0.000184954 -0.00045879 0.000782133 0.00114303 0.173113 4.41576 18 95.8498 0.0126 0
29 0 -0.00010875 0.000333199 0.000284409 -0.000307204 0.000631366 0.063549 4.41576 18 95.1523 0.02905 0
30 0 0.0002266 -4.43011e-05 0.0002981 -0.000282564 0.000982034 0.44358 4.41576 18 95.3827 0.02485 0
31 0 9.53384e-05 4.22455e-05 0.000379449 -0.000405792 0.00359251 0.383471 4.41576 18 86.6912 0.01645 0
32 0 0.000244981 -0.000246657 0.00038269 -0.000339204 0.00168373 0.113561 4.41576 18 96.0989 0.0133 0
33 0 0.000287733 -6.14152e-05 0.000585947 -0.000371906 -0.00150258 0.388222 4.41576 18 95.2177 0.0161 0
34 0 0.000871871 -0.000152007 -0.000226894 3.31632e-05 0.00230965 0.305783 4.41576 18 96.7972 0.00455 0
35 0 -0.000603082 0.000405177 -1.83466e-05 0.000142954 0.00162705 0.179018 4.41576 18 93.961 0.0056 0
36 0 0.000249524 6.27746e-05 -0.000815032 0.000714139 0.00499881 0.272158 4.41576 18 96.1808 0.0049 0
